namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",1d13d1cf-fc96-411b-af75-ee60dc83be70,T1.Q11,What evidence is given for the causal claim? Select all that apply. Please click the help icons (blue question marks) for more information that will help you accurately answer these questions!,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,51d6f2ee-d12a-4669-abe1-72fd91c20c50,T1.Q11.A7,Experts are cited,,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",1d13d1cf-fc96-411b-af75-ee60dc83be70,T1.Q11,What evidence is given for the causal claim? Select all that apply. Please click the help icons (blue question marks) for more information that will help you accurately answer these questions!,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,df8093c5-acf4-4f34-8b9c-9ecd819d7341,T1.Q11.A8,Other evidence,T1.Q12,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",1d13d1cf-fc96-411b-af75-ee60dc83be70,T1.Q11,What evidence is given for the causal claim? Select all that apply. Please click the help icons (blue question marks) for more information that will help you accurately answer these questions!,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,9d408ff7-78d1-46b5-b249-cef0f306ff40,T1.Q11.A9,No evidence given,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",1d13d1cf-fc96-411b-af75-ee60dc83be70,T1.Q11,What evidence is given for the causal claim? Select all that apply. Please click the help icons (blue question marks) for more information that will help you accurately answer these questions!,CHECKBOX,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,193e6e7c-eb47-4ce9-a517-6bd0dc50139c,T1.Q11.A10,"WEAK CAUSAL EVIDENCE – Considering your answers above, mark this option if you think the causal evidence is generally weak.",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",1e340693-4047-45d2-9787-92e8e8c5af08,T1.Q12,What other evidence is given to support the causal claim?,TEXT,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,fdc53001-74f3-4612-bcc4-7d2d68ed057a,T1.Q12.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",badd1b57-b989-431c-9be0-f113ac41e6b3,T1.Q13,Does the passage suggest in any way that further evidence might improve our understanding of the topics discussed?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,48775512-6eb4-4d63-b92a-0f404a8d4b56,T1.Q13.A1,"Yes, explicitly",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",badd1b57-b989-431c-9be0-f113ac41e6b3,T1.Q13,Does the passage suggest in any way that further evidence might improve our understanding of the topics discussed?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,3eb2a1b3-5942-4678-889e-2471bddd9d2c,T1.Q13.A2,"Yes, implicitly",,1,1,"{""case_numbers"": false, ""highlight"": true, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",badd1b57-b989-431c-9be0-f113ac41e6b3,T1.Q13,Does the passage suggest in any way that further evidence might improve our understanding of the topics discussed?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,e99ada76-25a3-4c25-9bbc-e51a8028b5f5,T1.Q13.A3,I can't tell,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",badd1b57-b989-431c-9be0-f113ac41e6b3,T1.Q13,Does the passage suggest in any way that further evidence might improve our understanding of the topics discussed?,RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,88db645b-1ad6-4ec3-b0aa-afaeb6cd59c0,T1.Q13.A4,"No, not at all",,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",8bce0c28-fced-4730-9700-9873b5189435,T1.Q14,What is the best alternative explanation you can think of that could lead to the same set of evidence?,TEXT,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,1c50b743-dc3c-4bcd-b87a-f890225351e6,T1.Q14.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",20085072-0839-4769-8ce7-d44198e6b040,T1.Q15,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,2ca7c7ff-abc7-4901-a065-1d478ed4f107,T1.Q15.A1,Much more likely than the author’s,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",20085072-0839-4769-8ce7-d44198e6b040,T1.Q15,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0318a6bd-48e1-4c40-905f-447ff4a3cc71,T1.Q15.A2,Somewhat more likely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",20085072-0839-4769-8ce7-d44198e6b040,T1.Q15,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,1dbe25bd-f1bc-4cff-b4c9-e05f8350c9c7,T1.Q15.A3,Equally likely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",20085072-0839-4769-8ce7-d44198e6b040,T1.Q15,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,83782ccc-531f-4512-911d-c9ab97aabca5,T1.Q15.A4,Somewhat less likely,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",20085072-0839-4769-8ce7-d44198e6b040,T1.Q15,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3e962f18-be66-4f87-87be-285c4b9f5a52,T1.Q15.A5,Much less likely than the author's,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,ab8a1fa7-8913-4f12-a94b-58f617fef77b,T1.Q16.A1,1: Easiest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,6dce940a-115e-4d80-8605-7a9d7bf22648,T1.Q16.A2,2,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,7cc1ae06-98ad-4720-ad1e-64e504936491,T1.Q16.A3,3,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,832f0f48-2574-49e2-8db2-2fa03ed6776e,T1.Q16.A4,4: Neither easy nor difficult,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,71b98c58-f283-410c-ae25-bd3895fc2684,T1.Q16.A5,5,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,c35e6822-930c-47f6-b429-f0cf0579a5b1,T1.Q16.A6,6,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",a39580c9-42f0-4ef3-9367-0b58a096589a,T1.Q16,"How difficult was this task for you, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,5b466496-4d18-4df5-a374-4b5d937f108f,T1.Q16.A7,7 Hardest thing I've ever done in a learning situation,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,38e079f4-83ca-4599-80ee-1ffb67ce8bce,T1.Q17.A1,1: I was guessing randomly for everything,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,f0a1e51f-e224-45f2-8aab-9c913783cfea,T1.Q17.A2,2,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,6586a1f4-c8fb-4c2d-9e34-daad43adcdbc,T1.Q17.A3,3,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,99ca9ff9-2069-4b36-8503-4d3eae90eee9,T1.Q17.A4,4: Somewhat confident,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,f1d1baec-9151-4f48-8c70-f0a16f8c9661,T1.Q17.A5,5,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,9c275608-b1b3-4d3a-b0b1-a66dc5a01c17,T1.Q17.A6,6,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",108a9823-f589-4260-8cea-7be69ccfe03a,T1.Q17,"How confident are you about your answers, on the whole?",RADIO,,,ordinal,"{""version"": ""5"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",7,3d7a5444-ba60-43f1-989c-2996f26c8efb,T1.Q17.A7,7: 100% certain about all my answers,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"
Evidence2022_01_27,97ed360dcb5a98832e3382d04ca83a5e8eb0a895ed9cd03f339633d67e2cc05c,346ede04-d661-464f-9822-38aa487af393,Evidence Specialist,"{""highlight"": true, ""version"": ""5"", ""hint_type"": """"}",b7119f2f-f61f-4bc0-ba73-a40d795297d4,T1.Q18,"Is there anything about the interface, instructions, or question wording that could be improved to make tasks like this easier?",TEXT,,,nominal,"{""version"": ""5"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",1,9ab12e72-92af-4b71-978f-cecc72fce494,T1.Q18.A1,placeholder answer for TEXT,,0,1,"{""case_numbers"": false, ""highlight"": false, ""version"": ""5"", ""require_highlight"": true}"